timestamp,seance,atomic_action_type,root_asset_id,asset_id,region_id,tag_name,bounding_box_top,bounding_box_left,bounding_box_width,bounding_box_height
4.84,Seance_5_Tension_CV_LM/,personneobjet,2436119553126dcd5a23816d3c155c86,a13ccb6bb833c8f4246b6cbaffee2206,XxiJ4wQ2x,look at board,76.0048828125,15.2734375,236.7024078369141,372.0643310546875
4.84,Seance_5_Tension_CV_LM/,personneobjet,2436119553126dcd5a23816d3c155c86,a13ccb6bb833c8f4246b6cbaffee2206,jh9u7noDR,look at table,2.8955078125,483.611328125,136.8096466064453,108.57908630371094
9.48,Seance_5_Tension_CV_LM/,personneobjet,2436119553126dcd5a23816d3c155c86,8eb01374906e875a6b831e8b13ebd075,iDT4EpiY6,use portal,1.447265625,355.48828125,243.2171630859375,182.41287231445312
12.76,Seance_5_Tension_CV_LM/,personneobjet,2436119553126dcd5a23816d3c155c86,3d8844dd601a6f481ce391c1068865b5,b2vh_313K,write on the table,0.0,503.1552734375,108.57908630371094,125.22811126708984
15.64,Seance_5_Tension_CV_LM/,personneobjet,2436119553126dcd5a23816d3c155c86,e485ae046007bfb35dd63168f9b157f7,3uBz9RLRy,write on the board,121.6083984375,7.310546875,193.27078247070312,207.74798583984372
42.32,Seance_5_Tension_CV_LM/,personneobjet,2436119553126dcd5a23816d3c155c86,3875a6e15ed83b938b23588cd2e00edf,OKJC-WCY9,write on the table,29.6787109375,388.0615234375,139.70509338378906,153.4584503173828
21.56,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,cd6cd1f5e6e103718aeb54e56e7b0aa3,TvC2FvWxP,Reed,100.349609375,404.40234375,122.1928482055664,186.4385681152344
26.04,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,4c12bb6c965aaf1ea944c9baa01e7b43,Fj6DqNF1W,Reed,5.87109375,372.48828125,129.75115966796875,123.87247467041016
26.04,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,4c12bb6c965aaf1ea944c9baa01e7b43,3IiS6vAHh,Reed,1.25,510.21875,123.45256805419922,136.8895721435547
26.04,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,4c12bb6c965aaf1ea944c9baa01e7b43,YZB9cDGAn,Reed,119.666015625,598.400390625,174.68118286132812,183.4992218017578
37.28,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,f1f51b1d7a6262a558226e149ec93c47,MeBnjQej0,Reed,53.73828125,674.82421875,162.50389099121094,172.58164978027344
45.8,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,8eca4975f566fbc9a7a83e8980f98bf4,Epb8iahDe,Reed,16.6484375,372.13671875,131.7426300048828,147.6675567626953
45.8,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,8eca4975f566fbc9a7a83e8980f98bf4,GwyMUfc3E,Reed,121.6083984375,579.884765625,193.99464416503903,254.79893493652344
45.8,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,8eca4975f566fbc9a7a83e8980f98bf4,gFevX3yxq,Reed,0.7236328125,516.1845703125,71.66220092773438,115.09383392333984
46.6,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,a783914313d9ce6023f2133c02253575,P_0EdYu7r,Reed,118.40625,599.240234375,147.3872528076172,194.8367156982422
61.0,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,f52e652cecde043dae623cba084fefce,xjv07J_EJ,Reed,1.166015625,510.93359375,106.23639678955078,128.071533203125
79.88,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,8ad08cf6920c99d850c0b28c646a016f,LLs2095wV,look at board,111.474609375,324.3623046875,175.17425537109375,374.2359313964844
79.88,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,8ad08cf6920c99d850c0b28c646a016f,TWfVEFUnE,look at board,2.171875,514.013671875,91.9302978515625,99.1688995361328
82.44,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,0b861aa8ec8dad4c42bd4ef61fbd260f,4zBaj2G3j,look at board,73.833984375,718.142578125,119.43699645996094,180.2412872314453
84.52,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,de35357f1985d7cae1e9b0a7076f37f6,4jWr3GjwU,point_object,2.091796875,267.93359375,201.97512817382807,116.31415557861328
84.76,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,6541c724b5ee392ca48d61d5345edfc9,l0Ucmgo55,look at board,0.0,323.6376953125,152.73458862304688,273.6195373535156
85.48,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,50c919b9098eefe3d0c727a82404f422,ZbqdWzqwY,write on the board,40.5361328125,0.0,273.6918029785156,432.8686218261719
86.32,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,f81c362c2f4e47a0e098dfbae9cb0d6c,KEvXqLvRb,look at board,69.275390625,723.111328125,102.07931518554688,139.4090118408203
86.32,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,f81c362c2f4e47a0e098dfbae9cb0d6c,T3HHWIaNk,look at board,3.3515625,498.880859375,111.69518280029295,85.66096496582031
89.92,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,4bef1140392421bba1394abaf1dc6424,h_IJM6J6A,look at board,308.62109375,403.142578125,176.36080932617188,186.4385681152344
89.92,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,4bef1140392421bba1394abaf1dc6424,53D6ktwAQ,look at board,120.50390625,651.306640625,120.51322174072266,178.8802490234375
89.92,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,4bef1140392421bba1394abaf1dc6424,YUOLbN3Ta,look at board,3.3515625,342.67578125,141.92845153808594,164.1835174560547
100.12,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,b3b1384bf05ec2d589c4c05068420921,ADk12edtZ,look at board,132.259765625,367.87109375,154.94557189941406,130.59097290039062
101.48,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,3eb0462328a4231b7c0a668f182751a6,i6sQiv3P7,look at board,5.87109375,358.634765625,115.89424896240234,125.97200775146484
101.48,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,3eb0462328a4231b7c0a668f182751a6,OBsGFxkpK,look at board,73.89453125,725.630859375,91.95956420898438,136.0497589111328
101.48,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,3eb0462328a4231b7c0a668f182751a6,_9gVqmZYh,Reed,148.63671875,569.42578125,172.58164978027344,169.64230346679688
101.52,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,694ebbcd4e64dc71fc6aada2d94135b8,KWI80JYLS,point_object,145.49609375,117.337890625,359.03485107421875,384.3699645996094
104.12,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,da39a710cd7b4714d5af51549961b97f,RH8J1hOw3,point_object,4.3427734375,336.66796875,158.5254669189453,177.34584045410156
104.4,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,d5466e0f865dd4246b9a0ab561889961,8zv3B4FHh,point_object,5.029296875,364.93359375,110.8553695678711,163.3437042236328
108.64,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,caefa2ae7fbca8ab85735cb6c5acdf97,WLRpuUQH9,point_object,134.6376953125,44.2275390625,404.6380615234375,400.2948913574219
109.4,Seance_5_Tension_CV_LM/,personneobjet,7eacaec209dc16a426738a81f957b8a3,ac024f00fefb83fad331e4dc0e062d1e,dbV_9FFU7,point_object,143.59765625,10.109375,335.0855407714844,288.0559997558594
