timestamp,seance,atomic_action_type,root_asset_id,asset_id,region_id,tag_name,bounding_box_top,bounding_box_left,bounding_box_width,bounding_box_height
1.08,Seance_5_Tension_CV_LM/,pose,316d5d4165437d08a7e96474a1d1e46b,a9c02f9dced41f26163bffa432fd7ca3,wPn7j8fjJ,Stand,54.455078125,354.26171875,126.29937744140624,373.2848205566406
3.76,Seance_5_Tension_CV_LM/,pose,316d5d4165437d08a7e96474a1d1e46b,cb0ebbdbdce1bb559379cf6953d2aadc,3EnknHXq0,Sit down,16.28515625,329.00390625,149.87525939941406,291.33056640625
5.32,Seance_5_Tension_CV_LM/,pose,316d5d4165437d08a7e96474a1d1e46b,0b52a484150091f1c0dc0d1acf46d287,-ZYjftgXL,Stand board,83.08203125,67.421875,193.65904235839844,364.8648681640625
19.8,Seance_5_Tension_CV_LM/,pose,316d5d4165437d08a7e96474a1d1e46b,50f1d3b4d0437decf2aed68bd57fd0ca,xDc_K636H,Enter,58.384765625,835.8828125,119.0020751953125,235.19749450683597
20.28,Seance_5_Tension_CV_LM/,pose,316d5d4165437d08a7e96474a1d1e46b,ffb09aad2e402b9ee394b7170cd14865,A7y7kHsfc,Walk,48.28125,799.3984375,108.89812469482422,230.70684814453125
27.32,Seance_5_Tension_CV_LM/,pose,316d5d4165437d08a7e96474a1d1e46b,9d61d7cbd0fe7df346c79f6a3281b9cd,DAX1Wdccj,Walk,117.32421875,244.2421875,222.8482208251953,397.4220581054688
31.64,Seance_5_Tension_CV_LM/,pose,316d5d4165437d08a7e96474a1d1e46b,bed34b0c76cb87de0429123d710a8a29,XHFRW7Qw6,Enter,60.068359375,869.5625,89.2515640258789,233.51351928710935
38.68,Seance_5_Tension_CV_LM/,pose,316d5d4165437d08a7e96474a1d1e46b,02c611bb2978a43a5bbd815f55ddde66,u84R3PPzE,Walk,94.30859375,796.02734375,120.68607330322266,312.6611022949219
1.28,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,cf443e6a20585f4ff550f46ac106bfd2,0c0MFBV92,Stand,111.150390625,323.94921875,171.20582580566406,383.9501037597656
10.2,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,5960207e825e4fd301ee824951118dbb,w8tpyKVRK,hand gesture,63.998046875,683.76171875,134.71934509277344,127.42203521728516
10.2,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,5960207e825e4fd301ee824951118dbb,R9Cn-EXbw,hand gesture,126.8671875,328.44140625,208.81497192382807,222.28689575195312
28.52,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,f16746323f0561b78a6ee61ae8a39dbe,9c_Nxf2uq,hand gesture,63.998046875,724.177734375,115.07276153564452,157.73388671875
34.08,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,709cf24cc5009f29d43b9a7fa8a3bcd2,S-haGovTN,hand gesture,2.251953125,342.474609375,179.6257781982422,125.73804473876952
67.24,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,54ab8062a9ab6fe0588714ec61819483,sTitlcSpS,hand gesture,71.294921875,358.751953125,198.1496734619141,245.30145263671875
67.24,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,54ab8062a9ab6fe0588714ec61819483,CeIHsVTw3,hand gesture,123.5,573.7421875,153.80458068847656,184.11642456054688
71.24,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,e75f99d2701c98c68a66669f772a4f39,Ci6vh-dn6,hand gesture,51.6484375,350.333984375,207.6923065185547,250.3534240722656
84.48,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,ac38c304c765a1b9f1dfb097029cf607,inmIiKXXu,Walk,112.2734375,146.5703125,224.5322265625,362.6195373535156
88.08,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,a483a4849bca0ea1417f8deb58f25129,n6PdBsBQd,Walk,175.140625,206.0703125,234.0748443603516,360.935546875
88.24,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,a40818f0ad3c6eb2a394af7881b8bf8f,n_Rc_UeMg,Walk,185.806640625,234.13671875,219.48025512695312,347.463623046875
93.76,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,62cef22679b66209a926e342ae1d4914,-JnNk8SzG,Stand board,289.091796875,409.833984375,171.20582580566406,241.9334716796875
96.68,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,a413c76baaec3a3823561210d72a40d1,NXv8-nyT4,Stand board,136.970703125,305.427734375,227.3388671875,382.26611328125
105.04,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,49b2b8ee2febd761fe9c73a85eb68095,1d_kX7SVs,hand gesture,6.7421875,324.51171875,171.20582580566406,161.6632080078125
111.68,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,85329334c41502e7a3bd71656d427d93,OoKmPnugo,hand gesture,6.7421875,314.96875,181.3097686767578,136.96466064453125
113.2,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,e35e06b2722b299f13ac6b2e03d3645f,B5E7OgwJ7,hand gesture,2.251953125,321.705078125,254.28274536132807,175.1351318359375
123.36,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,c97b9e6633c8072b6fa576e049308774,ir_v6oPrb,Stand,113.95703125,395.80078125,195.9043731689453,376.6528015136719
132.72,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,ccc9acd4c00a099eb2aa46d9e63ef1ec,iHB-axcPD,Stand,77.46875,341.912109375,165.03118896484375,395.17669677734375
134.44,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,093c453e80a852733d08971f47d2ca47,dIxTWBJaE,hand gesture,0.568359375,486.734375,152.12059020996094,99.91683959960938
161.36,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,b097e8b764c37dba424ac11f5acf65ef,HPviGcAmB,Stand,140.33984375,364.365234375,199.83367919921875,362.0581970214844
164.04,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,696912aa5b66d55ebafa2c231a2f58be,s2RPqki_s,hand gesture,0.005859375,456.423828125,155.48855590820312,97.11019134521484
166.44,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,301bbd4058da0e13a33f8b0a3fa62ef6,AOWIoRTLK,hand gesture,142.0234375,348.087890625,191.9750518798828,221.16424560546875
179.12,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,bc9267a2f785f9ecd7ebb4c453d06eca,ZW7KSI43A,Stand,112.2734375,358.751953125,167.83782958984375,346.9023132324219
181.92,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,f5379ac3199250832bc4171c6ca62781,9btCihpWd,hand gesture,149.3203125,607.421875,182.99375915527344,213.3056182861328
187.76,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,79b07a1715214e3c050c99ad7b3b3890,7Ks4cpldn,hand gesture,131.919921875,595.072265625,184.11642456054688,237.4428253173828
190.76,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,a4bde4b5deb33c0ec729a425b2ca4944,bcFO-ctLI,hand gesture,143.142578125,582.72265625,226.7775421142578,230.14552307128903
192.36,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,25c6fc8e2ba308fe5ff1861adac14d76,Z6jGPmWih,hand gesture,135.849609375,591.14453125,198.7110290527344,242.4947967529297
196.04,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,58b94b95bf2f852e8bacad542c5d7a1a,k85qJw-HE,move pot-it,0.005859375,493.470703125,143.13929748535156,145.94595336914062
203.64,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,b5d52229fb7880e44a4b45634b17d37a,49URbLAEO,move pot-it,214.99609375,46.091796875,468.1496887207031,322.7650756835937
213.84,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,1a0cef8e2f516359abef2f998436d821,M8GwL3YSO,Stand board,205.453125,298.12890625,232.95217895507807,326.6943664550781
216.08,Seance_5_Tension_CV_LM/,pose,1f98e000e23734ca6d4181bd80364dcd,5ac8310ac4c602287f64ad0aa78c6884,WZH4oAJXC,hand gesture,124.060546875,574.3046875,207.1309814453125,212.7442779541016
