timestamp,seance,atomic_action_type,root_asset_id,asset_id,region_id,tag_name,bounding_box_top,bounding_box_left,bounding_box_width,bounding_box_height
1,Seance_4_DTX_Cartable/,pose,b9b20f6ff106c96989d31ea685d84ec5,241d4a1765774bed83187dc3d8c67ffd,O-4OhDdIq,Walk,98.7275390625,380.5634765625,165.81817626953125,252.5454559326172
1,Seance_4_DTX_Cartable/,pose,b9b20f6ff106c96989d31ea685d84ec5,241d4a1765774bed83187dc3d8c67ffd,nFV8FYLBf,Walk,3.818359375,100.7451171875,111.81818389892578,261.81817626953125
3.12,Seance_4_DTX_Cartable/,pose,b9b20f6ff106c96989d31ea685d84ec5,e80858665e662a75054e52946fdbf884,Xd6Y3TC1j,Walk,18,507.109375,75.81818389892578,190.90908813476562
4.36,Seance_4_DTX_Cartable/,pose,b9b20f6ff106c96989d31ea685d84ec5,f4fd0e26eb0e15bb99760908848ba4f3,oyzKw-3Et,Stand board,22.36328125,105.654296875,133.63636779785156,297.81817626953125
8.32,Seance_4_DTX_Cartable/,pose,b9b20f6ff106c96989d31ea685d84ec5,6a572439c11ed39e78bd600b654d6206,bisYIwxJS,Enter,18.5458984375,544.2001953125,87.2727279663086,181.63636779785156
9.12,Seance_4_DTX_Cartable/,pose,b9b20f6ff106c96989d31ea685d84ec5,6d97073ae7bb422cbc391dc54dc28e5d,zC_GuW6Ah,Stand,99.2724609375,357.109375,139.09091186523438,248.72727966308594
9.48,Seance_4_DTX_Cartable/,pose,b9b20f6ff106c96989d31ea685d84ec5,1cc17dc2975e8375f3fc0ce482ad7d7f,W55BpKQz-,Enter,30,550.7451171875,84.54545593261719,187.63636779785156
10.16,Seance_4_DTX_Cartable/,pose,b9b20f6ff106c96989d31ea685d84ec5,2020929d42ed770c30a56a3215347ba7,_HsklGGCs,Stand,201.2177734375,299.8359375,2.7272727489471436,9.872727394104004
10.16,Seance_4_DTX_Cartable/,pose,b9b20f6ff106c96989d31ea685d84ec5,2020929d42ed770c30a56a3215347ba7,-dcUoGBBn,Stand,4.36328125,214.7451171875,97.63636016845703,209.4545440673828
10.16,Seance_4_DTX_Cartable/,pose,b9b20f6ff106c96989d31ea685d84ec5,2020929d42ed770c30a56a3215347ba7,KfHG91-BA,Stand board,205.63671875,147.109375,168.5454559326172,150
13.16,Seance_4_DTX_Cartable/,pose,b9b20f6ff106c96989d31ea685d84ec5,6fe3397d787343b11ada719e2d5a1bf4,nnKHiPVyQ,Stand,2.7275390625,485.8359375,74.18181610107422,192
20.28,Seance_4_DTX_Cartable/,pose,b9b20f6ff106c96989d31ea685d84ec5,a327a7e5666c7c72c25d118324e41065,LqfQ1GmGx,Sit down,104.7275390625,372.3818359375,138,189.81817626953125
