timestamp,seance,atomic_action_type,root_asset_id,asset_id,region_id,tag_name,bounding_box_top,bounding_box_left,bounding_box_width,bounding_box_height
7.6,Seance_3_AC_Grattoir/,personneobjet,f6bd82c82156c22626c47eb3963e8b25,c22fd67043df689bc0ae18aa9f183a48,rrLkW2l7u,look at board,41.09145220588236,118.42866988283944,129.6760854583046,267.3529411764706
7.6,Seance_3_AC_Grattoir/,personneobjet,f6bd82c82156c22626c47eb3963e8b25,c22fd67043df689bc0ae18aa9f183a48,w-AZCA3Y2,look at board,8.664981617647058,335.4376292212268,154.15575465196417,135.0
15.6,Seance_3_AC_Grattoir/,personneobjet,f6bd82c82156c22626c47eb3963e8b25,d796dcf1f5f890a3d002463f45a695be,lM09xRXoV,write on table,0.0,480.3308063404549,122.39834596829772,114.54733455882352
25.2,Seance_3_AC_Grattoir/,personneobjet,f6bd82c82156c22626c47eb3963e8b25,ddacc5446ee386edad60974e4604caea,pfL-4NDuQ,write on table,2.047334558823529,642.4259131633357,121.73673328738803,139.63235294117644
25.2,Seance_3_AC_Grattoir/,personneobjet,f6bd82c82156c22626c47eb3963e8b25,ddacc5446ee386edad60974e4604caea,x_g_IAECi,write on table,0.0620404411764705,492.2398345968298,108.50447966919369,125.0735294117647
25.2,Seance_3_AC_Grattoir/,personneobjet,f6bd82c82156c22626c47eb3963e8b25,ddacc5446ee386edad60974e4604caea,KfkVj4RSn,write on table,2.047334558823529,392.9979324603723,97.25706409372847,161.47058823529412
25.2,Seance_3_AC_Grattoir/,personneobjet,f6bd82c82156c22626c47eb3963e8b25,ddacc5446ee386edad60974e4604caea,b9Fra99Wt,look at board,66.90027573529412,119.75189524465888,161.43349414197107,375.88235294117646
25.2,Seance_3_AC_Grattoir/,personneobjet,f6bd82c82156c22626c47eb3963e8b25,ddacc5446ee386edad60974e4604caea,wmDJCImwN,look at table,127.78262867647057,577.5878704341834,138.27705031013096,176.62913602941177
31.266667,Seance_3_AC_Grattoir/,personneobjet,f6bd82c82156c22626c47eb3963e8b25,44411219d43b329dec7d8606add061c1,lIR8pMqHm,write on board,168.15027573529412,52.26740179186768,264.645072363887,371.84972426470586
31.266667,Seance_3_AC_Grattoir/,personneobjet,f6bd82c82156c22626c47eb3963e8b25,44411219d43b329dec7d8606add061c1,bzYIV8TWi,write on table,8.664981617647058,358.5940730530669,174.6657477601654,162.13235294117646
33.333333,Seance_3_AC_Grattoir/,personneobjet,f6bd82c82156c22626c47eb3963e8b25,ab021efcf0da46b79b7c62b03b536440,JcRr6Qis-,use portal,1.3855698529411764,507.4569262577533,148.86285320468644,152.86764705882354
36.2,Seance_3_AC_Grattoir/,personneobjet,f6bd82c82156c22626c47eb3963e8b25,aba22dcd8c7b698485b81a404a1899df,HpSUZ0pab,write on table,154.2532169117647,554.4314266023432,218.3321847002068,211.76470588235293
36.2,Seance_3_AC_Grattoir/,personneobjet,f6bd82c82156c22626c47eb3963e8b25,aba22dcd8c7b698485b81a404a1899df,HpSUZ0pab,look at table,154.2532169117647,554.4314266023432,218.3321847002068,211.76470588235293
36.2,Seance_3_AC_Grattoir/,personneobjet,f6bd82c82156c22626c47eb3963e8b25,aba22dcd8c7b698485b81a404a1899df,AZIeX_5O2,write on table,7.341452205882352,635.8097863542384,134.96898690558237,123.75
39.133333,Seance_3_AC_Grattoir/,personneobjet,f6bd82c82156c22626c47eb3963e8b25,960bf660a7d8ea3a6589344adeaaed75,m9zpzbcbA,write on table,154.2532169117647,569.6485182632667,214.3625086147485,228.30882352941177
39.133333,Seance_3_AC_Grattoir/,personneobjet,f6bd82c82156c22626c47eb3963e8b25,960bf660a7d8ea3a6589344adeaaed75,AGYao6h1j,write on board,215.79733455882356,68.1461061337009,297.7257064093729,320.9558823529412
42.066667,Seance_3_AC_Grattoir/,personneobjet,f6bd82c82156c22626c47eb3963e8b25,4e53416a9fde1ddce0cdf18ff20626a6,kuuSNErCZ,look at board,4.694393382352941,343.37698139214336,150.84769124741558,142.27941176470588
47.333333,Seance_3_AC_Grattoir/,personneobjet,f6bd82c82156c22626c47eb3963e8b25,e108b153de98b66e173075b5464f43ae,MnFROZYrE,write on table,164.1796875,573.6181943487251,195.17574086836663,212.42647058823528
47.333333,Seance_3_AC_Grattoir/,personneobjet,f6bd82c82156c22626c47eb3963e8b25,e108b153de98b66e173075b5464f43ae,f4yozdF5l,write on table,9.326746323529411,656.3197794624398,124.38318401102688,129.70588235294116
49.4,Seance_3_AC_Grattoir/,personneobjet,f6bd82c82156c22626c47eb3963e8b25,7a5566b3eea93fcdf62f5b49c298f80a,_nthU1P-O,use portal,131.09145220588235,545.830461750517,207.74638180565128,246.83823529411765
56.066667,Seance_3_AC_Grattoir/,personneobjet,f6bd82c82156c22626c47eb3963e8b25,fea96f18e79b7fd49b58ecf424f9f8af,Zv_e84Lga,look at board,113.88556985294116,545.1688490696072,218.3321847002068,376.5441176470589
56.066667,Seance_3_AC_Grattoir/,personneobjet,f6bd82c82156c22626c47eb3963e8b25,fea96f18e79b7fd49b58ecf424f9f8af,z9hIM_c1a,look at board,2.047334558823529,344.0385940730531,243.47346657477604,135.0
72.2,Seance_3_AC_Grattoir/,personneobjet,f6bd82c82156c22626c47eb3963e8b25,155e0bd054bf247aa03065aaaa6eba18,zBjsFXJhX,look at board,110.5767463235294,541.1991729841488,204.4383184011027,363.30882352941177
72.2,Seance_3_AC_Grattoir/,personneobjet,f6bd82c82156c22626c47eb3963e8b25,155e0bd054bf247aa03065aaaa6eba18,PsPEwruyh,write on table,8.664981617647058,656.3197794624398,119.09028256374914,130.36764705882354
72.2,Seance_3_AC_Grattoir/,personneobjet,f6bd82c82156c22626c47eb3963e8b25,155e0bd054bf247aa03065aaaa6eba18,0B3e-pVz5,look at board,0.0620404411764705,324.8518263266713,294.4176430048243,146.25
