timestamp,seance,atomic_action_type,root_asset_id,asset_id,region_id,tag_name,bounding_box_top,bounding_box_left,bounding_box_width,bounding_box_height
1.24,Seance_3_AC_Grattoir/,pose,1043c5907cf6a8b32068ceb0e4796ee5,07c49d08189323c2063d24f0e01b8ecd,gni9t_MQ7,Walk,16.9091796875,207.2265625,178.93833923339844,415.2064208984375
1.84,Seance_3_AC_Grattoir/,pose,1043c5907cf6a8b32068ceb0e4796ee5,8eeff69a4fb51d2ac650db02d71eca6b,zUnxth43Z,Sit down,1.2744140625,441.7578125,108.57908630371094,119.00267791748048
3.2,Seance_3_AC_Grattoir/,pose,1043c5907cf6a8b32068ceb0e4796ee5,7d2a58c197d4e3aed488c1d823a7677f,K6HlpFWO9,Sit down,0.0,612.8779296875,92.07506561279295,97.6926040649414
3.2,Seance_3_AC_Grattoir/,pose,1043c5907cf6a8b32068ceb0e4796ee5,7d2a58c197d4e3aed488c1d823a7677f,Kk8lMzSfn,Stand,100.2978515625,593.8000000000011,198.88486785888563,343.10214843750146
5.68,Seance_3_AC_Grattoir/,pose,1043c5907cf6a8b32068ceb0e4796ee5,2b662f6ffad6ff6faaf51a3e9ede78be,CFgVzWemx,Sit down,5.6171875,308.8564453125,159.8284149169922,304.0214538574219
9.0,Seance_3_AC_Grattoir/,pose,1043c5907cf6a8b32068ceb0e4796ee5,025e3fb1c565fcb214eb12bea03d1b31,5PpIyIPEn,Sit down,98.560546875,594.63671875,200.65415954589844,317.9195861816406
11.2,Seance_3_AC_Grattoir/,pose,1043c5907cf6a8b32068ceb0e4796ee5,4f1b8407586bc1bd4ca9e956e598fd75,_2PZbDQiU,Stand up,9.091796875,281.6689453125,158.09115600585938,302.2841796875
16.88,Seance_3_AC_Grattoir/,pose,1043c5907cf6a8b32068ceb0e4796ee5,849ac557033e2251c27f9e4115b165e9,cLYacccql,Stand up,115.93359375,489.271484375,205.86595153808597,363.95709228515625
17.8,Seance_3_AC_Grattoir/,pose,1043c5907cf6a8b32068ceb0e4796ee5,068c7131848dacf0c46f63c2220beee9,STDSSBYvA,Stand up,100.2978515625,488.6640625,185.01876831054688,403.0455627441406
17.8,Seance_3_AC_Grattoir/,pose,1043c5907cf6a8b32068ceb0e4796ee5,068c7131848dacf0c46f63c2220beee9,ycBGduh5z,Stand up,19.515625,264.556640625,225.8444976806641,395.2278747558594
26.16,Seance_3_AC_Grattoir/,pose,1043c5907cf6a8b32068ceb0e4796ee5,c3167065aed84e2b0e64241badf2d4f3,j_bgy9t4y,Sit down,0.0,294.6982421875,130.29490661621094,313.98211669921875
26.8,Seance_3_AC_Grattoir/,pose,1043c5907cf6a8b32068ceb0e4796ee5,da9f3617524eb896bddc4ad9120279d5,SAV6I7h-P,Sit down,3.01171875,294.958984375,136.37533569335938,308.3646240234375
26.8,Seance_3_AC_Grattoir/,pose,1043c5907cf6a8b32068ceb0e4796ee5,da9f3617524eb896bddc4ad9120279d5,4AUt7OWZK,Sit down,77.7138671875,607.666015625,200.65415954589844,273.6192932128906
46.48,Seance_3_AC_Grattoir/,pose,1043c5907cf6a8b32068ceb0e4796ee5,af637e545a463c5a7d3edf3e08a64400,2YL4lGCZB,Enter,42.96875,843.673828125,114.65951538085938,243.2171630859375
47.88,Seance_3_AC_Grattoir/,pose,1043c5907cf6a8b32068ceb0e4796ee5,3ddf3771b316029353a3cfb605f48413,KAaAEvvIb,Sit down,69.8955078125,409.357421875,154.6166229248047,330.9490661621094
48.4,Seance_3_AC_Grattoir/,pose,1043c5907cf6a8b32068ceb0e4796ee5,c24ba6e33c60e23cdef131805dfe74e0,ipVlxB9Ek,Walk,47.3115234375,808.060546875,151.939453125,327.4745178222656
48.6,Seance_3_AC_Grattoir/,pose,1043c5907cf6a8b32068ceb0e4796ee5,94a54c7d0295836dd86d41ffb9c8f693,ND3Z4P4Fm,Enter,67.2900390625,805.7000000000007,152.8945892333977,328.3099609375004
52.44,Seance_3_AC_Grattoir/,pose,1043c5907cf6a8b32068ceb0e4796ee5,fd9151a475941c14e336cfd14db52f92,PQSODNhzY,hand gesture,101.1669921875,639.8056640625,195.44235229492188,280.568359375
52.88,Seance_3_AC_Grattoir/,pose,1043c5907cf6a8b32068ceb0e4796ee5,4520e126f8e1afb9367a9dd89a663df1,YlPx00Att,Stand up,72.501953125,400.6708984375,163.30294799804688,409.99462890625
54.28,Seance_3_AC_Grattoir/,pose,1043c5907cf6a8b32068ceb0e4796ee5,41c7653af7d04ce25aa99e1f4a63eadb,qo2XETKym,Stand up,106.37890625,493.8759765625,199.7855224609375,412.60052490234375
55.56,Seance_3_AC_Grattoir/,pose,1043c5907cf6a8b32068ceb0e4796ee5,f17bf07016e847d3dda578a474a90f83,7-9Fs2cvV,Walk,199.322265625,356.6318359375,212.8150177001953,339.6353759765625
